"clave_institucion","clave_producto_hipotecario","producto_hipotecario","clave"
"040058","30PVSM","Hipoteca Adquirida VSM","04005830PVSM"
"040058","30QUDI","Hipoteca Adquirida UDIS","04005830QUDI"
"040058","9700","Credito Hipotecario","0400589700"
"040058","9701","Credito Hipotecario Con Apoyo Infonavit","0400589701"
"040058","9702","Credito Hipotecario Cofinavit","0400589702"
"040058","9703","Credito Terreno","0400589703"
"040058","9704","Terminacion de Obra","0400589704"
"040058","9705","Credito Hipotecario Cero","0400589705"
"040058","9706","Credito Hipotecario Cero con Apoyo Infonavit","0400589706"
"040058","9707","Credito Hipotecario Cero Cofinavit","0400589707"
"040058","9708","Remodelacion de Vivienda","0400589708"
"040058","9709","Construccion","0400589709"
"040058","9710","Compra de Terreno y Construccion","0400589710"
"040058","9711","Mejora tu Hipoteca","0400589711"
"040058","9712","Liquidez Hipotecaria","0400589712"
"040058","9713","COFINAVIT AG Pagos Crecientes","0400589713"
"040058","9714","COFINAVIT-AG Tasa 11.75%","0400589714"
"040058","9715","COFINAVIT-AG Tasa 11.50%","0400589715"
"040058","9716","Construcción por Ministraciones","0400589716"
"040058","9717","Adquisición de Terreno más Construcción por Ministraciones","0400589717"
"040058","9718","Adquisicion de Casa Habitacion Pagos Crecientes","0400589718"
"040058","9719","Adquisición de Vivienda (Nueva o Usuada) sin Comisión por Apertura / Pagos Crecientes","0400589719"
"040058","9720","Credito Hip con Apoyo Infonavit Pag Creciente","0400589720"
"040058","9721","Adquisición de Vivienda (Nueva o Usuada) sin Comisión por Apertura con Apoyo Infonavit / Pagos Crecientes","0400589721"
"040058","9722","Cofinavit pagos crecientes","0400589722"
"040058","9723","COFINAVIT AG Pagos Crecientes","0400589723"
"040058","9724","Hipoteca Vertical","0400589724"
"040058","9821","Hipoteca 1+1","0400589821"
"040058","9823","Hipoteca Naranja Flex","0400589823"
"040058","9824","Hipoteca Naranja Flex con Apoyo Infonavit","0400589824"
"040058","9825","Hipoteca Naranja Flex con COFINAVIT","0400589825"
"040058","BRMEX","Hipotecario Ex-Empleados","040058BRMEX"
"040058","HIP0006","Construcción con Avales ","040058HIP0006"
"040058","HIP0007","Construcción por Ministraciones con Avales ","040058HIP0007"
"040058","HIP0008","Mejora tu Hipoteca con Avales","040058HIP0008"
"040058","HIP0009","Hipoteca Vertical con Avales","040058HIP0009"
"040058","HIP0010","Remodelación con Avales","040058HIP0010"
"040058","HIP0011","Terminación de Obra con Avales","040058HIP0011"
"040058","HIP0012","Liquidez con Avales","040058HIP0012"
"040058","HIP0013","Hipoteca Banregio sin Fronteras Pesos","040058HIP0013"
"040058","HIP0014","Hipoteca Banregio sin Fronteras Pesos con Aval","040058HIP0014"
"040058","HIPHEY001","Casa Hey","040058HIPHEY001"
"040058","HIPHEY002","Casa Hey con Avales","040058HIPHEY002"
"040058","HIPHEY003","Terreno Hey","040058HIPHEY003"
"040058","HIPHEY004","Terreno Hey con Avales","040058HIPHEY004"
"040058","HIPHEY005","Mejora de Hipoteca Hey","040058HIPHEY005"
"040058","HIPHEY006","Mejora de Hipoteca Hey con Avales","040058HIPHEY006"
"040058","HIPHEY007","Construcción por Ministraciones Hey","040058HIPHEY007"
"040058","HIPHEY008","Construcción por Ministraciones Hey con Avales","040058HIPHEY008"
"040058","HIPHEY009","Terreno mas Construcción por Ministraciones Hey","040058HIPHEY009"
"040058","HIPHEY010","Terreno mas Construcción por Ministraciones Hey con Avales","040058HIPHEY010"
"040059","0","No aplica","0400590"
"040059","59001","Crédito Hipotecario","04005959001"
"040060","0","No aplica","0400600"
"040060","12001","Inmobiliario","04006012001"
"040062","0","No aplica","0400620"
"040062","68059AMX","Adquiere tu casa ION","04006268059AMX"
"040062","68059CMX","Cofinavit","04006268059CMX"
"040062","8000","Credito Hipotecario AFIRME Adquisicion Tasa Fija","0400628000"
"040062","8100","Credito Hipotecario AFIRME Adquisicion Tasa Variable","0400628100"
"040062","8115","Credito Hipotecario AFIRME Tasa Fija Apoyo Infonavit 15 a·os","0400628115"
"040062","8130","Credito Hipotecario AFIRME Adquisicion Tasa Variable con Apoyo INFONAVIT","0400628130"
"040062","8135","Credito Hipotecario AFIRME Tasa Fija Apoyo Infonavit 20 a·os","0400628135"
"040062","8140","Credito Hipotecario AFIRME Liquidez Hipotecaria","0400628140"
"040062","8150","Credito Hipotecario AFIRME Construccion Tasa Fija","0400628150"
"040062","8160","Credito Hipotecario AFIRME Adquisicion de Terreno Tasa Fija","0400628160"
"040062","8250","Credito Hipotecario AFIRME Construccion Tasa Variable","0400628250"
"040062","8300","Credito Hipotecario AFIRME Pago de Pasivo Hipotecario Tasa Fija","0400628300"
"040062","8400","Credito Hipotecario AFIRME Pago de Pasivo Hipotecario Tasa Variable","0400628400"
"040065","0","No aplica","0400650"
"040068","0","No aplica","0400680"
"040071","0","No aplica","0400710"
"040072","0","No aplica","0400720"
"040072","77300","Crédito Hipotecario Tasa Fija - Tipo Pesos","04007277300"
"040072","77302","Crédito Hipotecario Tasa Fija - Tipo Pesos con Apoyo Infonavit","04007277302"
"040072","77303","Crédito Hipotecario Tasa Fija - Tipo SWAP","04007277303"
"040072","77304","Crédito Hipotecario Tasa Fija - Tipo SWAP con Apoyo Infonavit","04007277304"
"040072","9000","Credito Hipotecario Tasa Fija / Remodelacion","0400729000"
"040072","9001","Hipoteca Fija ISSEGG","0400729001"
"040072","9002","Hipoteca Elite ISSEGG","0400729002"
"040072","9050","Credito Hipotecario Tasa Variable / Construccion Casa","0400729050"
"040072","9100","Credito Hipotecario Programa Apoyo INFONAVIT","0400729100"
"040072","9102","Cofinanciamiento Infonavit-Banorte","0400729102"
"040072","9150","Credito Hipotecario Tasa Fija (Adquisicion)","0400729150"
"040072","9200","Credito Hipotecario Tasa Fija / Liquidez","0400729200"
"040072","9250","Credito Hipotecario Tasa Fija / Sustitucion de Pasivos","0400729250"
"040072","9300","Credito Hipotecario Tasa Fija / Compra de Terreno","0400729300"
"040072","9350","Credito Hipotecario Tasa Variable (Adq. Casa)","0400729350"
"040072","9400","Credito hipotecario Tasa Variable (Liquidez)","0400729400"
"040072","9450","Credito Hipotecario Tasa Variable (Pago de Pasivos)","0400729450"
"040072","9500","Credito Hipotecario Tasa Variable (Adq. Terreno)","0400729500"
"040072","9550","Credito Hipotecario Tasa Variable (Remodelacion)","0400729550"
"040072","9555","Credito Hipotecario Producto Mas por Menos (Esquema Tradicional)","0400729555"
"040072","9560","Credito Hipotecario Producto Mas por Menos (Apoyo Infonavit)","0400729560"
"040072","9565","Credito Hipotecario con Financiamiento del 95% para Esquema Tradicional","0400729565"
"040072","9570","Credito Hipotecario con Financiamiento del 100% para Apoyo Infonavit","0400729570"
"040072","9580","Hipoteca Aniversario Banorte Tradicional","0400729580"
"040072","9585","Hipoteca Aniversario Banorte Apoyo Infonavit","0400729585"
"040072","9590","Hipoteca Aniversario Banorte Cofinanciamiento Infonavit","0400729590"
"040072","9595","Hipoteca Aniversario Banorte Alia2","0400729595"
"040072","9600","Hipoteca Aniversario Banorte Respalda2","0400729600"
"040072","9605","Hipoteca Premier (Adquisición esquema tradicional)","0400729605"
"040072","9606","Hipoteca Premier (Pago de Pasivos Hipotecarios)","0400729606"
"040072","9607","Hipoteca Premier (Remodelación)","0400729607"
"040072","9608","Hipoteca Premier (Construcción)","0400729608"
"040072","9610","Hipoteca Fija Banorte (Adquisición esquema tradicional)","0400729610"
"040072","9611","Hipoteca Fija Banorte (Pago de Pasivos Hipotecarios)","0400729611"
"040072","9612","Hipoteca Fija Banorte (Remodelación)","0400729612"
"040072","9613","Hipoteca Fija Banorte (Construcción)","0400729613"
"040072","9615","Hipoteca Flexible Banorte (Adquisición)","0400729615"
"040072","9616","Hipoteca Flexible Banorte (Pago de Pasivos Hipotecarios)","0400729616"
"040072","9617","Hipoteca Flexible Banorte (Remodelación)","0400729617"
"040072","9618","Hipoteca Flexible Banorte (Construcción)","0400729618"
"040072","9620","Hipoteca Accesible Banorte (Adquisición)","0400729620"
"040072","9621","Hipoteca Accesible Banorte (Pago de Pasivos Hipotecarios)","0400729621"
"040072","9622","Hipoteca Accesible Banorte (Remodelación)","0400729622"
"040072","9623","Hipoteca Accesible Banorte  (Construcción)","0400729623"
"040072","9624","Hipoteca Accesible Mujer Banorte. Adquisición de Vivienda. Adquisición Tradicional","0400729624"
"040072","9625","Hipoteca Premier Mujer. Adquisición de Vivienda. Adquisición Tradicional","0400729625"
"040072","9626","Hipoteca Accesible Mujer Banorte. Adquisición de Vivienda. (Cofinanciamiento INFONAVIT","0400729626"
"040072","9627","Hipoteca Premier Mujer. Adquisición de Vivienda. (Cofinanciamiento INFONAVIT)","0400729627"
"040072","9628","Hipoteca Accesible Mujer Banorte. Sustitución de Pasivos.","0400729628"
"040072","9629","Hipoteca Premier Mujer. Sustitución de Pasivos","0400729629"
"040072","9630","Hipoteca Accesible Mujer Banorte. Remodelación de Vivienda","0400729630"
"040072","9631","Hipoteca Premier Mujer. Remodelación de Vivienda","0400729631"
"040072","9632","Hipoteca Accesible Mujer Banorte. Adquisición de Vivienda. Apoyo Infonavit","0400729632"
"040072","9633","Hipoteca Accesible Mujer Banorte. Adquisición de Vivienda. Alia2+","0400729633"
"040072","9634","Hipoteca Accesible Mujer Banorte. Adquisición de Vivienda. Respalda2","0400729634"
"040072","9635","Hipoteca Premier Mujer. Adquisición de Vivienda. Apoyo Infonavit","0400729635"
"040072","9636","Hipoteca Premier Mujer. Adquisición de Vivienda. Alia2+","0400729636"
"040072","9637","Hipoteca Premier Mujer. Adquisición de Vivienda. Respalda2","0400729637"
"040072","9638","Hipoteca Accesible Mujer Banorte. Adquisición de Vivienda. (Cofinanciamiento AG Infonavit)","0400729638"
"040072","9639","Hipoteca Premier Mujer. Adquisición de Vivienda. (Cofinanciamiento AG Infonavit)","0400729639"
"040072","9640","Hipoteca Premier Mujer. Construcción de Vivienda","0400729640"
"040072","9641","Hipoteca Accesible Mujer Banorte. Construcción de Vivienda","0400729641"
"040072","9642","Hipoteca Premier (Adquisición Apoyo Infonavit)","0400729642"
"040072","9643","Hipoteca Premier (Adquisición Cofinanciamiento Infonavit)","0400729643"
"040072","9644","Hipoteca Premier (Adquisición Alia2+)","0400729644"
"040072","9645","Hipoteca Premier (Adquisición Respalda2)","0400729645"
"040072","9646","Hipoteca Fija Banorte (Adquisición Apoyo Infonavit)","0400729646"
"040072","9647","Hipoteca Fija Banorte (Adquisición Cofinanciamiento Infonavit)","0400729647"
"040072","9648","Hipoteca Fija Banorte (Adquisición Alia2)","0400729648"
"040072","9649","Hipoteca Fija Banorte (Adquisición Respalda2)","0400729649"
"040072","9650","Hipoteca Flexible Mujer Banorte (Adquisición esquema Tradicional)","0400729650"
"040072","9651","Hipoteca Flexible Mujer Banorte (Apoyo Infonavit)","0400729651"
"040072","9652","Hipoteca Flexible Mujer Banorte (Cofinanciamiento Infonavit)","0400729652"
"040072","9653","Hipoteca Flexible Mujer Banorte (Alia2+)","0400729653"
"040072","9654","Hipoteca Flexible Mujer Banorte (Respalda2)","0400729654"
"040072","9655","Hipoteca Flexible Mujer Banorte (Pago de Pasivos Hipotecarios con Otras Instituciones)","0400729655"
"040072","9656","Hipoteca Flexible Mujer Banorte (Remodelación)","0400729656"
"040072","9657","Hipoteca Flexible Mujer Banorte (Construcción)","0400729657"
"040072","9658","Hipoteca Fija Mujer Banorte (Adquisición esquema Tradicional)","0400729658"
"040072","9659","Hipoteca Fija Mujer Banorte (Apoyo Infonavit)","0400729659"
"040072","9660","Hipoteca Fija Mujer Banorte (Cofinanciamiento Infonavit)","0400729660"
"040072","9661","Hipoteca Fija Mujer Banorte (Alia2+)","0400729661"
"040072","9662","Hipoteca Fija Mujer Banorte (Pago de Pasivos Hipotecarios con Otras Instituciones)","0400729662"
"040072","9663","Hipoteca Fija Mujer Banorte (Remodelación)","0400729663"
"040072","9664","Hipoteca Fija Mujer Banorte (Construcción)","0400729664"
"040072","9665","Hipoteca FIJA Mujer Banorte (Respalda2)","0400729665"
"040072","9666","Hipoteca Accesible Plus. Adquisición de Vivienda. Esquema Tradicional. 15 años","0400729666"
"040072","9667","Hipoteca Accesible Plus. Adquisición de Vivienda. Apoyo Infonavit.15 años","0400729667"
"040072","9668","Hipoteca Accesible Plus. Adquisición de Vivienda. Cofinanciamiento INFONAVIT. 15 años","0400729668"
"040072","9669","Hipoteca Accesible Plus. Adquisición de Vivienda. Esquema Tradicional. 20 años","0400729669"
"040072","9670","Hipoteca Accesible Plus. Adquisición de Vivienda. Apoyo Infonavit.20 años","0400729670"
"040072","9671","Hipoteca Accesible Plus. Adquisición de Vivienda. Cofinanciamiento INFONAVIT. 20 años","0400729671"
"040072","9672","Hipoteca Accesible Plus Mujer Banorte. Adquisición de Vivienda. Esquema Tradicional. 15 años","0400729672"
"040072","9673","Hipoteca Accesible Plus Mujer Banorte. Adquisición de Vivienda. Esquema Tradicional. 20 años","0400729673"
"040072","9674","Hipoteca Accesible Plus Mujer Banorte. Adquisición de Vivienda. Apoyo Infonavit.15 años","0400729674"
"040072","9675","Hipoteca Accesible Plus Mujer Banorte. Adquisición de Vivienda. Apoyo Infonavit. 20 años","0400729675"
"040072","9676","Hipoteca Accesible Plus Mujer Banorte. Adquisición de Vivienda. Cofinanciamiento INFONAVIT. 15 años","0400729676"
"040072","9677","Hipoteca Accesible Plus Mujer Banorte. Adquisición de Vivienda. Cofinanciamiento INFONAVIT. 20 años","0400729677"
"040072","9678","Hipoteca Casa Grande Banorte. Adquisición de vivienda. Esquema Tradicional.15 años","0400729678"
"040072","9679","Hipoteca Casa Grande Banorte. Adquisición de vivienda. Esquema Tradicional. 20 años","0400729679"
"040072","9680","Hipoteca Casa Grande Mujer Banorte. Adquisición de vivienda. Esquema Tradicional. 15 años","0400729680"
"040072","9681","Hipoteca Casa Grande Mujer Banorte. Adquisición de vivienda. Esquema Tradicional. 20 años","0400729681"
"040072","9698","Hipoteca Elite Plus básico. Adquisición de Vivienda. Esquema Tradicional. 5 a 20 años","0400729698"
"040072","9699","Hipoteca Elite Plus básico. Adquisición de Vivienda. Apoyo Infonavit. 5 a 20 años","0400729699"
"040072","9756","Hipoteca Elite Plus básico. Adquisición de Vivienda. Cofinanciamiento Infonavit. 5 a 20 años","0400729756"
"040072","9757","Hipoteca Elite Plus básico. Adquisición de Vivienda. Alia2+. 5 a 20 años","0400729757"
"040072","9758","Hipoteca Elite Plus básico. Adquisición de Vivienda.Respalda2. 5 a 20 años","0400729758"
"040072","9759","Hipoteca Elite Plus básico. Pago de Pasivos Hipotecarios con Otras Instituciones. 5 a 20 años","0400729759"
"040072","9760","Hipoteca Elite Plus básico. Construcción. 5 a 20 años","0400729760"
"040072","9761","Hipoteca Elite Plus básico. Remodelación. 5 a 20 años","0400729761"
"040072","9762","Hipoteca Elite Plus amplio. Adquisición de Vivienda. Esquema Tradicional. 5 a 20 años","0400729762"
"040072","9763","Hipoteca Elite Plus amplio. Adquisición de Vivienda. Apoyo Infonavit. 5 a 20 años","0400729763"
"040072","9764","Hipoteca Elite Plus amplio. Adquisición de Vivienda. Cofinanciamiento Infonavit. 5 a 20 años","0400729764"
"040072","9765","Hipoteca Elite Plus amplio. Adquisición de Vivienda. Alia2+. 5 a 20 años","0400729765"
"040072","9766","Hipoteca Elite Plus amplio. Adquisición de Vivienda.Respalda2. 5 a 20 años","0400729766"
"040072","9767","Hipoteca Elite Plus amplio. Pago de Pasivos Hipotecarios con Otras Instituciones. 5 a 20 años","0400729767"
"040072","9768","Hipoteca Elite Plus amplio. Construcción. 5 a 20 años","0400729768"
"040072","9769","Hipoteca Elite Plus amplio. Remodelación. 5 a 20 años","0400729769"
"040072","9770","Hipoteca Casa Grande Banorte. Adquisición Cofinanciamiento Infonavit (nuevo). 15 años","0400729770"
"040072","9771","Hipoteca Casa Grande Banorte. Adquisición Cofinanciamiento Infonavit (nuevo). 20 años","0400729771"
"040072","9772","Hipoteca Casa Grande Banorte. Adquisición Respalda2 (nuevo). 15 años","0400729772"
"040072","9773","Hipoteca Casa Grande Banorte. Adquisición Respalda2 (nuevo). 20 años","0400729773"
"040072","9774","Hipoteca Casa Grande Banorte. Adquisición Remodelación (nuevo). 15 años","0400729774"
"040072","9775","Hipoteca Casa Grande Banorte. Adquisición Remodelación (nuevo). 20 años","0400729775"
"040072","9776","Hipoteca Casa Grande Banorte. Adquisición Apoyo Infonavit (nuevo). 15 años","0400729776"
"040072","9777","Hipoteca Casa Grande Banorte. Adquisición Apoyo Infonavit (nuevo). 20 años","0400729777"
"040072","9778","Hipoteca Casa Grande Banorte. Adquisición Pago de Pasivos con otras Instituciones (nuevo). 15 años","0400729778"
"040072","9779","Hipoteca Casa Grande Banorte. Adquisición Pago de Pasivos con otras Instituciones (nuevo). 20 años","0400729779"
"040072","9780","Hipoteca Casa Grande Banorte. Adquisición Alia2+ (nuevo). 15 años","0400729780"
"040072","9781","Hipoteca Casa Grande Banorte. Adquisición Alia2+ (nuevo). 20 años","0400729781"
"040072","9782","Hipoteca Casa Grande Banorte. Adquisición Construcción (nuevo). 15 años","0400729782"
"040072","9783","Hipoteca Casa Grande Banorte. Adquisición Construcción (nuevo). 20 años","0400729783"
"040072","9784","Hipoteca Casa Grande Mujer Banorte. Adquisición Cofinanciamiento Infonavit (nuevo). 15 años","0400729784"
"040072","9785","Hipoteca Casa Grande Mujer Banorte. Adquisición Cofinanciamiento Infonavit (nuevo). 20 años","0400729785"
"040072","9786","Hipoteca Casa Grande Mujer Banorte. Adquisición Respalda2 (nuevo). 15 años","0400729786"
"040072","9787","Hipoteca Casa Grande Mujer Banorte. Adquisición Respalda2 (nuevo). 20 años","0400729787"
"040072","9788","Hipoteca Casa Grande Mujer Banorte. Adquisición Remodelación (nuevo). 15 años","0400729788"
"040072","9789","Hipoteca Casa Grande Mujer Banorte. Adquisición Remodelación (nuevo). 20 años","0400729789"
"040072","9790","Hipoteca Casa Grande Mujer Banorte. Adquisición Apoyo Infonavit (nuevo). 15 años","0400729790"
"040072","9791","Hipoteca Casa Grande Mujer Banorte. Adquisición Apoyo Infonavit (nuevo). 20 años","0400729791"
"040072","9792","Hipoteca Casa Grande Mujer Banorte. Adquisición Pago de Pasivos con otras Instituciones (nuevo). 15","0400729792"
"040072","9793","Hipoteca Casa Grande Mujer Banorte. Adquisición Pago de Pasivos con otras Instituciones (nuevo). 20","0400729793"
"040072","9794","Hipoteca Casa Grande Mujer Banorte. Adquisición Alia2+ (nuevo). 15 años","0400729794"
"040072","9795","Hipoteca Casa Grande Mujer Banorte. Adquisición Alia2+ (nuevo). 20 años","0400729795"
"040072","9796","Hipoteca Casa Grande Mujer Banorte. Adquisición Construcción (nuevo). 15 años","0400729796"
"040072","9798","Hipoteca Casa Grande Mujer Banorte. Adquisición Construcción (nuevo). 20 años","0400729798"
"040072","9799","Hipoteca Subrogación","0400729799"
"040072","9801","Adquisición de Vivienda","0400729801"
"040072","9901","Segundo crédito ( INFONAVIT-coparticipación)","0400729901"
"040072","9902","Infonavit total ( INFONAVIT-coparticipación)","0400729902"
"040072","9903","Hogar para tu familia ( INFONAVIT- coparticipación) ","0400729903"
"040083","0","No aplica","0400830"
"040086","0","No aplica","0400860"
"040101","0","No aplica","0401010"
"040102","0","No aplica","0401020"
"040103","0","No aplica","0401030"
"040105","0","No aplica","0401050"
"040106","0","No aplica","0401060"
"040106","106401","Credito antiguo_Adquisicion de vivienda usada","040106106401"
"040107","0","No aplica","0401070"
"040108","0","No aplica","0401080"
"040109","0","No aplica","0401090"
"040110","0","No aplica","0401100"
"040112","0","No aplica","0401120"
"040112","112002","Mejoravit","040112112002"
"040112","401121","Infonavit Total","040112401121"
"040113","0","No aplica","0401130"
"040113","04011399","Créditos para clientes preferentes","04011304011399"
"040113","39000","BX+ CASA, Tradicional","04011339000"
"040113","39001","BX+ CASA, Cofinavit","04011339001"
"040113","39002","BX+ CASA Sustitución","04011339002"
"040113","39003","BX+ CASA Apoyo Infonavit","04011339003"
"040113","39004","INFONAVIT TOTAL","04011339004"
"040113","39005","BX+ Casa Remodelación","04011339005"
"040113","39006","BX+ Terreno","04011339006"
"040114","0","No aplica","0401140"
"040115","0","No aplica","0401150"
"040116","0","No aplica","0401160"
"040117","0","No aplica","0401170"
"040118","0","No aplica","0401180"
"040119","0","No aplica","0401190"
"040123","0","No aplica","0401230"
"040124","0","No aplica","0401240"
"040126","0","No aplica","0401260"
"040127","0","No aplica","0401270"
"040127","10000","Hipotecario Media y Residencial","04012710000"
"040127","10001","Hipotecario Interés Social","04012710001"
"040127","40127","Creditos a empleados Banco Azteca prov","04012740127"
"040128","0","No aplica","0401280"
"040128","11000","Credito Hipotecario Mi Casa BAM","04012811000"
"040128","11001","Crédito Liquidez Hipotecaria","04012811001"
"040128","11002","Transfiere tu Hipoteca","04012811002"
"040129","0","No aplica","0401290"
"040130","0","No aplica","0401300"
"040131","0","No aplica","0401310"
"040131","131027","Credinero Casa","040131131027"
"040131","6258","Respalda2 M","0401316258"
"040131","8011","Credito Directivo_Adquisición de vivienda para terreno","0401318011"
"040131","8013","Credito Directivo_construccion de vivienda propia","0401318013"
"040131","8014","Credito Directivo_Adquisición de vivienda nueva","0401318014"
"040131","8015","Credito Directivo_Adquisición de vivienda usada","0401318015"
"040131","8016","Credito Directivo_Mejoras, ampliaciones y/o remodelaciones","0401318016"
"040131","8017","Credito Directivo Liq_Crédito Para Líquidez","0401318017"
"040131","804","Credito Directivo Liq_Crédito Para Líquidez","040131804"
"040132","0","No aplica","0401320"
"040132","132001","Adquisición de Vivienda, R04H","040132132001"
"040132","132004","Mejora tu Casa","040132132004"
"040132","132005","Mejoravit","040132132005"
"040133","0","No aplica","0401330"
"040133","CREDCONST1","Crédito Hipotecario de Vivienda Actinver Construcción","040133CREDCONST1"
"040133","CREDCONST2","Crédito Hipotecario de Vivienda Actinver Construcción Tasa Variable","040133CREDCONST2"
"040133","CREDHIP1","Crédito Hipotecario de Vivienda Actinver","040133CREDHIP1"
"040133","CREDHIP2","Crédito Hipotecario de Vivienda Actinver Tasa Variable","040133CREDHIP2"
"040133","CREDLIQ1","Crédito Hipotecario de Vivienda Actinver Liquidez","040133CREDLIQ1"
"040133","CREDLIQ2","Crédito Hipotecario de Vivienda Actinver Liquidez Tasa Variable","040133CREDLIQ2"
"040133","CREDREM1","Crédito Hipotecario de Vivienda Actinver Remodelación","040133CREDREM1"
"040133","CREDREM2","Crédito Hipotecario de Vivienda Actinver Remodelación Tasa Variable","040133CREDREM2"
"040133","CREDTERNO1","Crédito Hipotecario de Vivienda Actinver Adquisición Terreno","040133CREDTERNO1"
"040133","CREDTERNO2","Crédito Hipotecario de Vivienda Actinver Adquisición Terreno Tasa Variable","040133CREDTERNO2"
"040133","CSUST1","Crédito Hipotecario de Vivienda Actinver Sustitución","040133CSUST1"
"040133","CSUST2","Crédito Hipotecario de Vivienda Actinver Sustitución Tasa Variable","040133CSUST2"
"040134","0","No aplica","0401340"
"040136","0","No aplica","0401360"
"040136","9850","Credito Hipotecario","0401369850"
"040136","9851","Credito Hipotecario Con Apoyo Infonavit","0401369851"
"040136","9852","Credito Hipotecario Cofinavit","0401369852"
"040136","9853","Credito Terreno","0401369853"
"040136","9854","Terminacion de Obra","0401369854"
"040136","9855","Credito Hipotecario Cero","0401369855"
"040136","9856","Credito Hipotecario Cero con Apoyo Infonavit","0401369856"
"040136","9857","Credito Hipotecario Cero Cofinavit","0401369857"
"040136","9858","Remodelacion de Vivienda","0401369858"
"040136","9859","Construccion","0401369859"
"040136","9860","Compra de Terreno y Construccion","0401369860"
"040136","9861","Mejora tu Hipoteca","0401369861"
"040136","9862","Liquidez Hipotecaria","0401369862"
"040137","0","No aplica","0401370"
"040137","4000","CREDITO HIPOTECARIO BANCOPPEL PAGO FIJO","0401374000"
"040137","4007","COFINAVIT CONYUGAL BANCOPPEL P FIJO","0401374007"
"040137","4013","MEJORAVIT","0401374013"
"040137","4014","INFONAVIT MÁS CRÉDITO","0401374014"
"040137","4020","MEJORA TU HIPOTECA PAGO FIJO","0401374020"
"040137","4021","MEJORA TU HIPOTECA APOYO PAGO FIJO","0401374021"
"040137","4100","CREDITO HIPOTECARIO BANCOPPEL PAGO LIGERO","0401374100"
"040137","4107","COFINAVIT CONYUGAL BANCOPPEL P LIG","0401374107"
"040137","4120","MEJORA TU HIPOTECA PAGO LIGERO","0401374120"
"040137","4121","MEJORA TU HIPOTECA APOYO PAGO LIGERO","0401374121"
"040137","4200","ADQ HIP COLAB COPPEL","0401374200"
"040137","4201","ADQ HIP COLAB COPPEL COFINAVIT","0401374201"
"040137","4202","ADQ HIP COLAB COPPEL APOYO","0401374202"
"040137","4206","PAGO DE PASIVO HIP COLAB COPPEL","0401374206"
"040137","4207","PAGO DE PASIVO HIP COLAB COPPEL APOYO","0401374207"
"040137","4210","COFINAVIT CONYUGAL COLAB COPPEL","0401374210"
"040137","4900","ADQ PAGO FIJO COMPRA YAVE-001 2025","0401374900"
"040137","4901","ADQ PAGO BAJO COMPRA YAVE-002 2025","0401374901"
"040137","4902","ADQ PAGO FIJO COMPRA YAVE-003 2025","0401374902"
"040137","4903","ADQ PAGO FIJO COMPRA FHIPO-001 2025","0401374903"
"040137","4904","ADQ PAGO FIJO COMPRA FHIPO-002  2025","0401374904"
"040137","4905","ADQ PAGO FIJO COMPRA FHIPO-003 2025","0401374905"
"040137","4906","ADQ PAGO FIJO COMPRA FHIPO-004  2025","0401374906"
"040137","4907","ADQ PAGO CRECIENTE COMPRA FHIPO-001  2025","0401374907"
"040137","4908","ADQ PAGO CRECIENTE COMPRA FHIPO-002  2025","0401374908"
"040138","0","No aplica","0401380"
"040138","9900","Adquisicion de Vivienda Nueva o Usada, Pesos","0401389900"
"040138","9901","Adquisicion de Vivienda Nueva o Usada, UDIS","0401389901"
"040138","9902","Adquisicion de Vivienda Nueva o Usada, Pesos con Apoyo Infonavit","0401389902"
"040138","9903","Adquisicion de Vivienda Nueva o Usada, UDIS con Apoyo Infonavit","0401389903"
"040138","9904","Adquisicion de Vivienda Nueva o Usada, Pesos en Cofinavit","0401389904"
"040138","9905","Adquisicion de Vivienda Nueva o Usada, UDIS en Cofinavit","0401389905"
"040138","9906","Adquisicion de Vivienda en Preventa, Pesos","0401389906"
"040138","9907","Adquisicion de Vivienda en Preventa, UDIS","0401389907"
"040138","9908","Adquisicion de Terreno, Pesos","0401389908"
"040138","9909","Adquisicion de Terreno, UDIS","0401389909"
"040138","9910","Remodelacion o Ampliacion de Vivienda, Pesos","0401389910"
"040138","9911","Remodelacion o Ampliacion de Vivienda, UDIS","0401389911"
"040138","9912","Construccion a partir de terreno baldio, Pesos","0401389912"
"040138","9913","Construccion a partir de terreno baldio, UDIS","0401389913"
"040138","9914","Adquisicion de Terreno y Construccion simultanea, Pesos","0401389914"
"040138","9915","Adquisicion de Terreno y Construccion simultanea, UDIS","0401389915"
"040138","9916","Liquidez, Pesos","0401389916"
"040138","9917","Liquidez, UDIS","0401389917"
"040138","9918","Sustitucion de Pasivos, Pesos","0401389918"
"040138","9919","Sustitucion de Pasivos, UDIS","0401389919"
"040138","9920","Sustitucion de Pasivos y Liquidez, Pesos","0401389920"
"040138","9921","Sustitucion de Pasivos y Liquidez, UDIS","0401389921"
"040138","9922","Credito para Mejora o Amplicacion de Vivienda","0401389922"
"040139","0","No aplica","0401390"
"040140","0","No aplica","0401400"
"040140","04014001","Compra de cartera","04014004014001"
"040141","0","No aplica","0401410"
"040142","0","No aplica","0401420"
"040143","0","No aplica","0401430"
"040143","311001","Hipoteca  Adq. Terreno","040143311001"
"040143","311002","Hipoteca Adq. Terreno y Construc.","040143311002"
"040143","311003","Hipoteca Construcción","040143311003"
